,statement,target,image-path
1042,"Says George Floyd died ""because he had a system full of fentanyl and meth,"" and ¡°beat women and held guns to their pregnant bellies.¡±",0,Pg 51__15_27e0608704be8e442b1af5eb75f87ec4.jpg
1043,Democrats have "lost more than 900 state legislators" since Barack Obama has been president.,1,Pg 31__13_03f7c8cacaa9e4c987fb10b31380aefa.jpg
1044,"""Let¡¯s talk about the facts and where we are today. There are still nearly 2,600 children who are separated from their parents""?due to the Trump administration¡¯s zero-tolerance policy.",1,Pg 13__12_49487003a02dce24d4031c671360feef.jpg
1045,Emails show that Fauci knew "hydroxychloroquine worked [and] emailed friends about it being effective.",0,Pg 53__5_89c7e8d0b5d007afde29c797324e63de.jpeg
1046,"""The facts are, the majority of opioids and all kinds of other things that are connected to the opioids are coming through the point of entry.""",1,Pg 11__18_8123ec55509f52a3fbedc784fcc0f564.jpg
1047,"The documentary ¡°2,000 Mules proves¡± Democrats ¡°cheated on the 2020 elections.¡±",0,Pg 11__4_e934c6032edef2e0e0811bc0bf33d96d.jpg
1048,Agriculture ¡°is still the No. 1 sector of the economy¡± in Georgia.,0,Pg 24__22_588ac619f47c9eacd7b11182577e0623.jpg
1049,Kari Lake¡¯s lawsuit ¡°exposes Arizona used no signature verification.¡±,0,Pg 6__28_deba185f4b98814f542303b1b34942ad.jpg
1050,"""Over the last 10 years, Texas created 33 percent of the net new jobs nationwide.""",1,Pg 43__9_1a170fb6ffab04b0a04bb926aac8244e.jpg
1051,¡°The coronavirus has officially reached Milwaukee County.¡±,0,Pg 93__19_e64a7fc0b95266f853493e02b33bb9da.jpg
1052,Says his policy is that ¡°health insurance should always cover preexisting conditions. For anyone. Period.¡±,0,Pg 78__1_0050d4e54637bdef53b5d202fc541720.jpg
1053,"""In March 2020 the United States deployed 30,000 troops to Europe to ... free child-trafficked children and arrest deep state cabal members.""",0,Pg 64__5_3b3a2dc468fe711026c0f9b75a3fc736.jpg
1054,"¡°Kamala¡¯s husband, a lawyer, represents the Communist Chinese Party in America!! Think about that!!¡±",0,Pg 70__12_85e075728c0cc130aca64df91e5f04fb.jpg
1055,Western Europeans "can fly in the United States without even having a visa.",1,Pg 31__28_ab9ca4dd192e31ba3862d1e9b0d8cddf.jpg
1056,"Democrats, including President Joe Biden, ¡°stopped domestic drilling¡± for oil, driving gasoline prices higher.",0,Pg 19__13_4dc1d688f7e6ba5e7f4bc8b2be787e2f.jpg
1057,¡°Joe Biden uses the ATF to illegally track your gun transactions.¡±,0,Pg 34__13_6f95302e9afd50bc294eb3dd92e58346.jpg
1058,¡°Report: Biden administration busing ¡®thousands¡¯ of illegals to red states to get permanent status.¡±,0,Pg 58__27_d912a517bbd93eb4455dfb35bd040721.jpg
1059,Electric vehicles would not have fared well in the Virginia snowstorm traffic jam.,0,Pg 37__29_988c1d7fc26e4eaf7991bb7cc225daa1.jpg
1060,53% of Americans made aware of the Hunter Biden laptop story would have changed their vote in 2020.,0,Pg 1__26_1a82ad827d51f6989c56718845b82431.jpeg
1061,"Say Nancy Pelosi¡¯s net worth is $196,299,990.",0,Pg 96__28_22037f08b6ddfb6ca9e44fc627f8e2fb.jpg
1062,¡°People are starting to enter ERs with fungal lung infections from wearing masks!!",0,Pg 83__14_d9d79ebcb79c69e03ac018713f2a5a95.jpg
1063,"¡°Trump denies fire assistance to California because they didn't vote for him, but helped Russia with their wildfires in Siberia.¡±",0,Pg 78__15_501ad8d5d7aa777df867607f1b50b4b4.jpg
1064,Says a "Clorox bottle claimed it could kill (the 2019 coronavirus)... before it was developed.",0,Pg 96__30_68a1af44b80eea3bc84ed88592d56c55.jpg
1065,"¡°So Trump comes to Nashville to oversee damage from the tornado. He flies into the area in a helicopter to get there without further traffic problems in the city. He writes PERSONAL checks to those in need, with his personal accountant in tow.¡±",0,Pg 92__15_639f1e7d1521e3a661e6503a02b3c525.jpg
1066,"In 2008, then-Sen. Barack Obama ""missed 60 or 70 percent of his votes."" In 2004, John Kerry missed ""close to 60 to 70 percent"" and Bob Graham missed ""over 30 percent of his votes.""",1,Pg 26__22_39580df3a905b17559ada5cc31288cb0.JPG
1067,"""The U.S. military footprint in Africa is nearly nonexistent.""",1,Pg 35__14_5f618d189d071fcb80ce9ef0adc674ee.jpg
1068,Says ¡°Ruth Bader Ginsburg was nominated and confirmed 43 days before an election.¡±,0,Pg 75__21_5d773142d61a5bb03e7f98325979c0c5.jpg
1069,¡°Breaking: Judiciary Democrats just voted to support non-citizens voting in our elections.¡±,0,Pg 14__7_e66e29bc0a1e220a00dad29ab2c1a4d6.jpg
1070,"""For decades, the state¡¯s gas tax has been among the highest in the nation.""",1,Pg 22__8_f9b7187f19fbd305c351679c15feb2c8.JPG
1071,Says John McAfee tweeted before his death that he stored computer files in the Florida condo building that later collapsed.,0,Pg 52__5_ea707b7cd26279ab56a6685bee7bef19.jpg
1072,"¡°When asked about court-packing, Biden's staff immediately escorts the camera out.¡±",0,Pg 71__2_7ee4ef92ff0fcb00d7763592495f0454.jpg
1073,People not vaccinated against COVID-19 ¡°came out the best.",0,Pg 4__26_e1f84dd6ebdc5c89bc8685dc64d64aa0.jpg
1074,¡°The World Health Organization has been working since 1974 on vaccines to create permanent sterility.¡±,0,Pg 4__20_0342212e14976684f7af434d568f6658.jpg
1075,"""Joe Biden admits he is governing like a 'dictator.'""",0,Pg 64__8_ee63c3bf45a96c0d5ac498ba64dedc94.jpg
1076,"""I am very proud that I am the only candidate in the Democratic primary to have voted against all of Trump's defense budgets.""",0,Pg 99__6_34fcbb819a8a39e4c102fb9cefd15648.jpg
1077,"The status quo led the General Assembly to reduce pension payments four straight years starting in 2005, costing billions of dollars as the delay in contributions essentially borrowed from pension funds at a very high interest rate.",1,Pg 18__6_7c52daa1ccaa74f01e38c1ad8930dbaf.jpg
1078,Says immigrant military service members applying for U.S. citizenship "are getting rejected at higher numbers than those who are not veterans.",1,Pg 9__26_10fe350de7ca8b9c5b04279ea60f17bb.jpg
1079,Says Texas has ¡°lower taxes and less regulations than anywhere else in the U.S.¡±,0,Pg 71__24_00370fd9918d695b9048f9f705f5265a.jpg
1080,The President¡¯s Daily Brief ¡°is like a mini novel.¡±,0,Pg 83__11_3a6c5099f55ba89dee96d8301c72f364.jpg
1081,¡°Chickens aren¡¯t laying eggs because RNA is being added to commercial chicken feed.¡±,0,Pg 4__29_a1b59440e621bc74cbc52810461ae1e2.jpeg
1082,"""Colorado raked in $60 million in marijuana taxes and licensing fees in the past year.""",1,Pg 31__29_a2846ec8cf014bd91197f6620ab9b229.jpg
1083,¡°When President Biden took office ¡­ there was no vaccine available.¡±,0,Pg 25__10_40eaa99cdd22e53a005d9eaef145e2c5.jpg
1084,The White House ¡°created a fake set for (President Joe) Biden to get his booster shot. The entire Biden presidency is one giant charade.¡±,0,Pg 45__6_7ab14c678ac157a1e6b2c10d1caf60e5.jpg
1085,Says North Carolina's average teacher salary was at the national average?"back when I was in public school.",0,Pg 99__21_9363a274771cf7498eae5fe3845fcbce.jpg
1086,Facebook video shows ¡°counting Biden¡¯s votes at 2 a.m.¡±,0,Pg 31__18_ad639da26dc7b012a04a0f4f0ec0768d.jpg
1087,"Crimea was part of Russia ""until 1954, when it was given to the Soviet Republic of the Ukraine.""",1,Pg 37__14_8b94de349a651de0fd017e9c9178415c.jpg
1088,¡°Biden admits to voter fraud.¡±,0,Pg 71__16_a164d0177f66ca422085c8f7b4207371.jpg
1089,¡°Joe Biden¡¯s open border¡± means that there are ¡°more Democrat voters pouring into this country.",0,Pg 28__26_2fceb07854191088f2ae3deb97ae67da.jpg
1090,"""75 percent of the town boards in Wisconsin have no women on them at all.""",1,Pg 17__13_399ae56540a9a2762db637735adecccf.JPG
1091,"""Household income among Hispanic Americans has just set a new record high.""",1,Pg 12__6_f6dc19ea673f8640c27bd99726e9ab47.jpg
1092,Says Democrats "blocked the Iowa poll" and "blocked the Iowa caucus.",0,Pg 96__26_f0397b162ecad425379c10d0c47f81c4.jpg
1093,The Freedom to Vote Act "automatically registers ineligible voters.",0,Pg 43__30_ec92236c8bd847842a25db7b5fa299f4.jpg
1094,"""Right now, America has $1.1 trillion of student debt. That¡¯s more than credit card debt.""",1,Pg 35__19_822414a19061b76e3c9e85c628c127d6.JPG
1095,"""More than 64 percent of minimum-wage earners are women.""",1,Pg 44__11_ab1763fd4241e6a940b186cb6050af28.jpg
1096,"Says of the coronavirus threat, ¡°there was not a single suggestion by anyone, a doctor, a scientist, a political figure, that we needed to cancel Mardi Gras.¡±",1,Pg 7__4_81eb447383ca6232308ab909fcf139e6.jpg
1097,Distracted driving such as texting behind the wheel is behind a rise in traffic deaths on Georgia roadways this year.,1,Pg 29__26_7447856800708a005fb907778b002f87.jpg
1098,"¡°The toxicity of COVID-Omicron is 5 times higher than that of the delta variant, and the mortality rate is also higher than that of Delta.¡±",0,Pg 39__19_e4519267d94eecd14b2a45cec969e78a.jpeg
1099,"""It is the decision of the President,"" not governors, to ""open up the states.""",0,Pg 90__28_82b69f7ecaedfeb3e70b97e1147926c9.jpg
1100,Al-Qaida is ¡°gone¡± from Afghanistan.,0,Pg 47__11_a7dc3a978d6e9b686a4b65b224e3118a.jpg
1101,¡°There¡¯s only one reporter on site¡± at the Ghislaine Maxwell trial.,0,Pg 39__25_dcc0aa41222946ce4cb1eca5c7cf3f50.jpeg
1102,"Republicans in Nevada found ¡°at least 3,062 instances of voter fraud. ... Thousands of individuals have been identified who appear to have violated the law by casting ballots after they moved from NV.""",0,Pg 68__26_02132fc3737137e636c6a66a556a15aa.jpg
1103,"Last year, ""we saw the first reduction in the federal prison population in 32 years.""",1,Pg 30__28_b2ca194585a944b58535ef9d90730538.jpg
1104,Says Raphael Warnock supports boycotts of Georgia to protest voting law.,0,Pg 58__16_e96059bfc26dd93595a8b37916172685.jpg
1105,"""Today, if you were raised poor, you¡¯re just as likely to stay poor as you were 50 years ago.""",1,Pg 25__21_8048df64f1dd8743319b48bd790d6297.jpg
1106,The novel coronavirus was ¡°man-made.¡±,0,Pg 87__17_c4b3393a941eae82324b8949f17274a2.jpg
1107,"""18 percent of our land in our state right now is either federally, state or county owned for conservation purposes.""",1,Pg 43__5_d167fc28b412b605f18376e97e60214e.JPG
1108,President Joe Biden threatened to ¡°swoop down with Special Forces folks and gather up every gun in America.¡±,0,Pg 42__4_c34b523dd8d85ef7bcdd78aa00671a11.jpeg
1109,¡°There hasn't been a single of these mass shootings that have been purchased at a gun show or on the internet.¡±,0,Pg 23__13_783faaf77bc3563ffdd7a07b9f3ba56f.jpg
1110,Newt Gingrich has been a proponent of selecting a president by popular vote instead of the Electoral College.,1,Pg 19__8_2734397b36705a6647903b1dcbfbf9a3.JPG
1111,¡°I¡¯ve been against that war in Afghanistan from the very beginning.¡±,0,Pg 39__6_70c379909490d5c31baad0928edb6ba1.jpg
1112,Nostradamus ¡°accurately predicted Queen Elizabeth II¡¯s passing.¡±,0,Pg 14__19_93bb732803a68c061338bf032120e35a.jpg
1113,Pennsylvania ¡°never opened.¡±,0,Pg 71__30_8232a5082b0db78f177d3ac3baa62890.jpg
1114,¡°All these athletes are dropping dead on the field¡± after receiving the COVID-19 vaccination.,0,Pg 35__28_e29277748af92f002bebe026fecdfdde.jpg
1115,"""Torture is illegal by our laws. It's illegal by international laws.""",1,Pg 58__25_5ec442c557f76aa2be55b91c349c7325.jpg
1116,"""About 95 percent of America¡¯s production of ethylene is produced on the Gulf Coast in Texas and Louisiana.""",1,Pg 8__25_bbb04fc575bf4ac4cb2648130da36f5e.jpg
1117,Black Lives Matter "injures 1000 police officers kills 36 people and does $8 billion in damage.",0,Pg 80__13_213cf4d0bb0e936d406f923860b44b97.jpg
1118,"Georgia has the 9th highest rate of adults, ages 18 to 64, without a high school diploma or GED.",1,Pg 27__15_0f89b2198c0bbe8ac046c2255433a70a.jpg
1119,Thalidomide was FDA-approved for pregnant women in the 1960s.,0,Pg 47__1_c7322719daab7b9793c7b968ef44a614.jpg
1120,"""Wisconsin is one of several states where you can change your early ballot if you think you've made a mistake.""",1,Pg 19__16_72e97a55db81ffab35fb637fe94016de.jpg
1121,Says the April 22 jump in COVID-19 cases was related to the election.,0,Pg 89__19_4067a3b26498c4e674407f3793adc077.jpg
1122,"""Texas leads the country in animal deaths by sodium cyanide M-44s.""",1,Pg 16__23_7426aefb4d941dd4a77bec554c82408f.jpg
1123,Foxconn ¡°is the largest taxpayer in Racine County.¡±,1,Pg 3__23_d187fe2fd9cdf18a3dad79446b8f02f9.JPG
1124,¡°Barack Obama signals That Democrats Intend to Cheat in the Virginia Governor¡¯s Election.¡±,0,Pg 43__19_caf5d79447423a8a71e8bd4242a22205.jpeg
1125,"""The Texas power grid is not part of the US power grid because they wanted to avoid federal regulation.¡±",1,Pg 4__11_27366c6969064567162436ef771648ad.jpg
1126,"""Documents prove White House behind entire FBI targeting of Trump. Biden lied.""",0,Pg 16__1_28a06307b6ae15e95b45c01a0964210c.jpeg
1127,Says COVID-19 vaccines have ¡°experimental technology never before used on humans¡± and that some ¡°contain nanochips which can electronically track recipients.",0,Pg 65__28_b55727ce88fbbdcaa7b947d17455feb8.jpg
1128,¡°Only one person died on that day¡± during the Jan. 6 U.S. Capitol riot.,0,Pg 63__5_dc41f751a8e75cab57ea16ecdacc450b.jpg
1129,"COVID-19-induced pneumonia is ""is actually mast cell degranulation of the lungs,"" a type of allergic reaction.",0,Pg 36__11_caa8b5e04d944df146a94a1b5c1f66a6.jpg
1130,Chief Justice John Roberts visited Jeffrey Epstein's private island.,0,Pg 66__2_5fab449b00e4f86260987aa2e052faf9.jpg
1131,"¡°U.S. House of Reps. votes 226-194 to criminalize disassembling, cleaning, and re-assembling your gun without a firearm manufacturer¡¯s license, including 8 Republicans!¡±",0,Pg 22__3_de966410ba2a530919d5e93db4145877.jpg
1132,¡°Fish tank additive may treat coronavirus.¡±,0,Pg 92__10_99721508a59f52f75e34965fc2883b85.jpg
1133,Says Paul Ryan "is still endorsing Trump.",1,Pg 20__3_2f8aa7a8b0a8a83fb8cdcd8a302eff76.JPG
1134,"¡°In Wisconsin, we have 50% of the population paying 50%, 60%, 70%, sometimes 80% for their housing.¡±",0,Pg 38__1_aa26954981a94cedcad6ab878efef66b.jpg
1135,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,1,Pg 39__27_26e3ffaaf38a8673c8d771aff83ad2b4.jpg
1136,"The $1,200 coronavirus relief checks this year are ¡°just an advance on your next tax return. ¡­ Next year, you're automatically going to owe $1,200 come tax season.¡±",0,Pg 90__16_a145ec1af9dfd9da5d3acb31d7c40863.jpg
1137,"Boston is just 60 minutes away and it¡¯s offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline ""is completely dominated by the cranes.""",1,Pg 25__23_c81f556589945965b71166dadec23eb4.JPG
1138,A video shows ¡°satanic death cult high priestess¡± Oprah Winfrey condoning and promoting ¡°pedophilia and sex trafficking.¡±,0,Pg 26__25_a3c7e3b7d6e92329e8d2024831d03606.jpeg
1139,¡°The vaccination campaign¡± increased COVID-19 deaths by 175% in one year.,0,Pg 45__1_fe253eafcfbdd695e214928c7c8aca62.jpg
1140,Gov. Gavin Newsom ¡°has no legal authority¡± to make wearing face coverings mandatory in California.,0,Pg 84__16_a0f3297592db6576604c6962473c85a8.jpg
1141,¡°Wikileaks releases moon landing cut scenes filmed in the Nevada desert.¡±,0,Pg 11__19_2ef9e01a297c56f7559e6c95940a503d.jpeg
1142,"¡°Now that it¡¯s even, Nevada decides to stop counting and is now not going to count anything until TOMORROW! What?!¡±",0,Pg 69__19_ac2fb01f4f535363f79e3dfce030cda1.jpeg
1143,Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game.,1,Pg 25__9_605733ec40cded7ba349f515a9411a74.JPG
1144,Says 99% of COVID-19 cases ¡°are totally harmless.¡±,0,Pg 83__13_9ac890dc59ee52de4ebe99a182a03a4b.jpg
1145,Cal Cunningham "voted for over $1 billion in new taxes.¡±,1,Pg 5__27_4764dec63db13f685e6fac8e896c0116.jpg
1146,"In some cases, a?sex offender ""who appears on the New York State Sex Offender Registry"" would be able to drive for Uber or Lyft when ride-hailing is allowed upstate in July",1,Pg 16__30_a648bbd5cddb5397c090f816af264635.jpg
1147,"¡°It wasn¡¯t all women that lost jobs (in the December jobs report), it was mostly Black and Latina women. In fact, white women gained employment.¡±",1,Pg 4__21_41336abd2d121a347667806b4908265b.jpg
1148,"""I actually in 2005 ran on Medicare for all.""",1,Pg 9__30_004ea449a88c8cbe4dca02a2b5c6bcd3.jpg
